track,artist,popularity,lyrics
Dia Maha Sempurna,Ungu,38,"Cari tempat sembunyi
Oh dimanakah aku bisa sembunyi
Cari tempat sembunyi
Oh dimanakah aku bisa sembunyi
Dia Maha Besar
Dia Maha Melihat
Dia Maha Tinggi
Dia Maha Sempurna
Tak ada satupun yang luput dari penjagaan-Nya
Tak ada satupun yang luput dari pandangan-Nya,
Tak ada satupun yang luput dari penglihatan-Nya,
Tak ada satupun yang luput dari pengawasan-Nya
Back to Reff :
Cari tempat sembunyi
Oh dimanakah aku bisa sembunyi
Cari tempat sembunyi
Oh dimanakah aku bisa sembunyi
Dia Maha Kuasa
Dia Maha Segala
Dan tiada satupun
Yang mampu menandingi-Nya,
La Illaha Illallah 8x
Back to Reff
Cari tempat sembunyi
Ku tak bisa sembunyi
4x"
Rumah Ke Rumah,Hindia,78,"Menyesal, tak kusampaikan
Cinta monyetku ke Kanya dan Rebecca
Apa kabar kalian di sana?
Semoga hidup baik-baik saja
Tak belajar, terkena getahnya
Saat bersama Thanya dan Saphira
Kupercaya mungkin bukan jalannya
Namun kalian banyak salah juga
Jika dahulu ku tak cepat berubah
Ini maafku untukmu, Sharfina
Segala doa yang baik adanya
Untukmu dan mimpimu yang mulia
Pindah berkala, rumah ke rumah
Berharap bisa berujung indah
Walau akhirnya harus berpisah
Terima kasih karena ku tak mudah
Pindah berkala, rumah ke rumah
Berharap bisa berujung indah
Walau akhirnya harus berpisah
Terima kasih karena ku tak mudah
Maaf jika kusering buat susah
Indisya, Panda, Anggra, Caca, Sismita
Perempuan terkuat dalam hidupku
Terjanglah apa pun yang kalian tuju
Kau datang saat gelapku merekah
Seluruh hatiku untukmu, Meidiana
Kau pantas dapatkan yang baik di dunia
Semoga kita bertahan lama
Pindah berkala, rumah ke rumah
Mengambil pelajaran jika berpisah
Jikalau suatu saat berujung indah
Catat nama kita dalam sejarah
Pindah berkala, rumah ke rumah
Mengambil pelajaran jika berpisah
Jikalau suatu saat berujung indah
Catat nama kita dalam sejarah
Letih mengembara, rumah ke rumah
Kadang kulupa akanmu, Amalia
Siap sedia tiap kubercerita
Kuberuntung jadi anakmu, Bunda
Pindah berkala, rumah ke rumah
Selalu pada dirimu aku berserah
Jika aku disebut dalam sejarah
Mereka takkan lupa karena siapa
Pindah berkala, rumah ke rumah
Selalu pada dirimu aku berserah
Jika aku disebut dalam sejarah
Mereka takkan lupa karena siapa"
Evaluasi,Hindia,76,"Yang tak bisa terobati
Biarlah
Mengering sendiri
Menghias tubuh dan
Yang mengevaluasi
Ragamu
Hanya kau sendiri
Mereka tak mampu
Melewati yang telah kau lewati
Tiap berganti hari
Rintangan yang kau hadapi
Masalah yang mengeruh
Ho, perasaan yang rapuh
Ini belum separuhnya
Biasa saja
Kamu tak apa
Yang selalu ingin ambil peran
Hanya berlomba menjadi lebih
Sedih dari dirimu
Muak dikesampingkan
Disamakan
Hatimu terluka, sempurna
Masalah yang mengeruh
Ho, perasaan yang rapuh
Ini belum separuhnya
Biasa saja
Kamu tak apa
Perjalanan yang jauh
Kau bangun untuk bertaruh
Hari belum selesai
Biasa saja
Kamu tak apa
Bilas muka, gosok gigi, evaluasi
Tidur sejenak menemui esok pagi
Walau pedihku bersamamu kali ini
Ku masih ingin melihatmu esok hari
Bilas muka, gosok gigi, evaluasi
Tidur sejenak menemui esok pagi
Walau pedihku bersamamu kali ini
Ku masih ingin melihatmu esok hari
Bilas muka, gosok gigi, evaluasi
Tidur sejenak menemui esok pagi
Walau pedihku bersamamu kali ini
Ku masih ingin melihatmu esok hari"
Secukupnya,Hindia,75,"Kapan terakhir kali kamu dapat tertidur tenang
Renggang
Tak perlu memikirkan tentang apa yang akan datang
Di esok hari
Tubuh yang berpatah hati
Bergantung pada gaji
Berlomba jadi asri
Mengais validasi
Dan akupun
Tak hadir
Seakan paling mahir
Menenangkan dirimu
Yang merasa terpinggirkan dunia
Tak pernah adil
Kita semua gagal
Angkat minumanmu
Bersedih bersama-sama
Aaa..
Sia sia
Pada akhirnya
Putus asa
Terekam pedih
Semua masalahanya
Lebih dari yang secukupnya
Rekam gambar dirimu yang terabadikan bertahun silam
Putra putri sakit hati
Ayah Ibu sendiri
Komitmen lama mati
Hubungan yang menyepi
Wisata masa lalu
Kau hanya merindu
Mencari pelarian
Dari pengabdian
Yang terbakar sirna
Mengapur berdebu
Kita semua gagal
Ambil sedikit tisu
Bersedihlah secukupnya
Aaaa...
Secukupnya
Kan masih ada penggantinya
Belum waktunya kau bisa menjawabnya
Aaaa...
Secukupnya
Semua yang sirna
Kan kembali lagi
Semua yang sirna
Kan nanti berganti"
Sorai,Nadin Amizah,73,"Langit dan laut saling membantu
Mencipta awan, hujan pun turun
Ketika dunia saling membantu
Lihat, cinta mana yang tak jadi satu
Kau memang manusia sedikit kata
Bolehkah aku yang berbicara?
Kau memang manusia tak kasat rasa
Biar aku yang mengemban cinta
Awan dan alam saling bersentuh
Mencipta hangat, kau pun tersenyum
Ketika itu kulihat syahdu
Lihat, hati mana yang tak akan jatuh
Kau memang manusia sedikit kata
Bolehkah aku yang berbicara
Kau memang manusia tak kasat rasa
Biar aku yang mengemban cinta
Kau dan aku saling membantu
Membasuh hati yang pernah pilu
Mungkin akhirnya tak jadi satu
Namun bersorai pernah bertemu"
Resah Jadi Luka,Daun Jatuh,72,"Ku menemukanmu saat ku terjebak
Di situasi yang membuatku resah
Kau merangkulku di saat yang lain menindasku
Ingin rasanya aku selalu bersamamu
Tapi mengapa tiba-tiba seakan kau pergi
Melepas rangkulanmu dan berhenti melindungiku tanpa sebab
Mungkin alam semesta tak menerimanya
Dan waktu tak memberi kesempatannya
Tapi setidaknya kau telah merubahku
Dari resah menjadi luka
Ku menemukanmu saat aku terjatuh
Ke dalam ruang yang penuh kepahitan
Kau melindungiku di saat yang lain menyerangku
Ingin rasanya aku melihatmu di setiap langkahku
Tapi mengapa tiba-tiba seakan kau pergi
Melepas rangkulanmu dan berhenti melindungiku tanpa sebab
Mungkin alam semesta tak menerimanya
Dan waktu tak memberi kesempatannya
Tapi setidaknya kau telah merubahku
Dari resah menjadi luka ah
Namun aku akan tetap disini
Menunggu alam semesta menerima
Dan angin membawakan jawabannya
Karena detak jantung dan nadiku akan selalu
Merindukanmu"
Pura Pura Lupa,Mahen,66,"Pernah aku jatuh hati
Padamu sepenuh hati
Hidup pun akan ku beri
Apapun kan ku lakui
Tapi tak pernah ku bermimpi
Kau tinggalkan aku pergi
Tanpa tahu rasa ini
Ingin rasa ku membenci
Tiba-tiba kamu datang
Saat kau telah dengan dia
Semakin hancur
Hatiku
Jangan datang lagi cinta
Bagaimana aku bisa lupa
Padahal kau tahu keadaannya
Kau bukanlah untukku
Jangan lagi rindu cinta
Ku tak mau ada yang terluka
Bahagiakan dia aku tak apa
Biar aku yang pura pura
Lupa
Oooh oooh oooh oooh...
Tiba-tiba kamu datang
Saat kau telah dengan dia
Semakin hancur
Hatiku
Jangan datang lagi cinta
Bagaimana aku bisa lupa
Padahal kau tahu keadaannya
Kau bukanlah untukku
Jangan lagi rindu cinta
Ku tak mau ada yang terluka
Bahagiakan dia aku tak apa
Biar aku yang pura pura
Lupa
Jangan datang lagi cinta
Bagaimana aku bisa lupa
Padahal kau tahu keadaannya
Kau bukanlah untukku
Jangan lagi rindu cinta
Ku tak mau ada yang terluka
Bahagiakan dia aku tak apa
Biar aku yang pura pura
Lupa
Bahagiakan dia aku tak apa
Biar aku yang pura pura
Lupa"
Satu-Satunya,Hivi!,64,"Kamu bilang aku tak sama
Tak seperti saat pertama
Aku bilang mungkin pikiranmu saja
Kamu bilang ku tak peduli
Tak seperti pertama kali
Aku bilang janganlah ragu sendiri
Mengapa, mengapa oh mengapa
Banyak keraguan dalam hatimu, oh kasih
Dengarkanlah, hanya kamulah satu-satunya
Di antara yang pernah singgah di relung jiwa
Dan takkan pernah lagi ada manusia lainnya
Sudah cukup satu, hanya kamulah satu-satunya
Kamu bilang kamu berubah
Dulu kurus sekarang gajah
Aku bilang semua manusia berubah
Mengapa, mengapa oh mengapa
Banyak keraguan dalam hatimu, oh kasih
Dengarkanlah, hanya kamulah satu-satunya
Di antara yang pernah singgah di relung jiwa
Dan takkan pernah lagi ada manusia lainnya
Sudah cukup satu, hanya kamulah satu-satunya
Manusia diciptakan berpasang-pasangan
Untuk saling mencinta, untuk saling percaya
Dengarkanlah, hanya kamulah satu-satunya
Di antara yang pernah singgah di relung jiwa
Dan takkan pernah lagi ada manusia lainnya
Sudah cukup satu, hanya kamulah satu-satunya
Tak akan pernah lagi ada manusia lainnya
Sudah cukup satu hanya kamu
Hanya kamu, hanya kamulah satu-satunya"
Senja Teduh Pelita,MALIQ & D'Essentials,64,"Lagu ""Senja Teduh Pelita"" merupakan single Maliq & D'essentials yang tergabung dalam album dengan nama yang sama. Single ini dirilis pada 2019 lalu. Simak liriknya di bawah ini.
Kita duduk di taman
Bunganya bermekaran
Saling sapa beri pujian
Kita menatap awan
Mendekat meneduhkan
Memayungi hati yang senang
Kita menunjuk bintang
Mereka pun berjatuhan
Menyambut merayakan
Dunia di kala senja teduh pelita
Bertemu dalam ruang rindunya
Langit biru jadi jingga
Bawa pesan untuk kita
Silakan bersatu
Dunia merestu
Kita di bawah hujan
Langit tetap benderang
Pelangi pun datang menjelang
Kita merayu malam
Jangan sedih tenggelam
Bulan sabit beri senyuman
Kita meminta waktu
Satu hari berhenti
Satu masa dia memberi
Dunia di kala senja teduh pelita
Bertemu dalam ruang rindunya
Langit biru jadi jingga
Bawa pesan untuk kita
Silakan bersatu
Dunia membawa restunya, restunya
Inilah waktu untuk bilang cinta
Bolehkan aku bilang cinta
Bolehkan aku bilang cinta
Bolehkan aku bilang
Kuingin bersatu
Kaulah pelita
Kala merindu
Dunia di kala senja teduh pelita
Bertemu dalam ruang rindunya
Langit biru jadi jingga
Bawa pesan untuk kita
Kaulah dunia
Kala merindu
Kaulah pelita
Kaulah dunia
Kala merindu
Kaulah pelita
Senja teduh pelita
Senja teduh pelita
Senja teduh pelita"
Besok Mungkin Kita Sampai,Hindia,62,"Luka silet di pipi
Sakitnya setengah mati
Kubawa bekasnya sampai mati
Setidaknya ku tak takut darah lagi
Mengikuti sepakbola
Dan transfer pemain di berita
Tapi masuk klub fotografi
Karena kaki tak hebat menari
Enggan masuk SMA
Hingga malam di Brawijaya
Menunggu pembebasan
Mereka tak paham yang kita wariskan
Stella bertemu pasangannya
Adrian ke Australia
Kawan-kawan pergi S2
Namun tujuanku belum tiba
Tak ada yang tahu
Kapan kau mencapai tuju
Dan percayalah bukan urusanmu untuk menjawab itu
Bersender pada waktu
Kuatkanlah dirimu
Atas pertanyaan yang memburu
Tentang masa depan, pernikahan, pendidikan, pekerjaan, keimanan
Selalu minta bertemu lagi
Namun hanya bersua di reuni
Nama-nama yang datang dan pergi
Kadang bagai maling di malam hari
Jangan takut melihat yang ambil cuti
Kapan-kapan semoga kau berani
Hidup bukan saling mendahului
Bermimpilah sendiri-sendiri
Tak ada yang tahu
Kapan kau mencapai tuju
Dan percayalah bukan urusanmu untuk menjawab itu
Katakan pada dirimu
Besok mungkin kita sampai
Besok mungkin tercapai
Tak ada yang tahu
Kapan kau mencapai tuju
Tak ada yang tahu
Selesainya peraduanmu
Dan percayalah bukan urusanmu untuk menjawab itu
Bersender pada waktu
(Besok mungkin kita sampai)
(Besok mungkin tercapai)
(Besok mungkin kita sampai)"
Cinta Luar Biasa,Andmesh,62,"Waktu pertama kali
Kulihat dirimu hadir
Rasa hati ini inginkan dirimu
Hati tenang mendengar
Suara indah menyapa geloranya hati ini tak ku sangka
Rasa initaktertahan
Hati ini selalu untukmu
Terimalah lagu ini dari orang biasa
Tapi cintaku padamu luar biasa
Aku tak punya bunga
Aku tak punya harta
Yang kupunya hanyalah hati yang setia tulus padamu
Du... Du... Du... Hari hari berganti
Kini cintapun hadir
Melihatmu, memandangmu bagai bidadari
Lentik indah matamu
Manis senyum bibirmu
Hitam panjang rambutmu anggung terikat
Rasa ini tak tertahan
Hati ini slalu untukmu
Terimalah lagu ini
Dari orang biasa
Tapi cintaku padamu luar biasa
Aku tak punya bunga
Aku tak punya harta
Yang kupunya hanyalah hati yang setia tulus padamuu. Ooooooo
Terimalah lagu ini. Hmm...
Dari orang biasa
Terimalah lagu ini
Dari orang biasa
Tapi cinta ku padamu luar biasa
Aku tak punya bunga
Aku tak punya harta
Yang kupunya hanyalah hati yang setia
Yang kupunya hanyalah hati yang setia
Terimalah cintaku yang luar biasa tulus padamu"
Sebatas Teman,Guyon Waton,59,"Aku wong sek pernah
Teko neng uripmu
Nanging aku durung iso
Dadi pilihanmu
Aku wong sek pernah
Merjuangke ati
Dinggo koe, cah ayu
Sing wes tak gemateni
Koe ra tau ngerasakke
Kabeh wes tak perjuangke
Namun kenyataan engkau sia-siakan
Dan setelahnya hanya kau anggap teman
Pancen kabeh salahku mbuka ati nggo sliramu
Sek jelas-jelas ra iso nompo pengarepanku
Yen pancen koe ra iso nompo opo anane
Tak milih lungo wae
Arep sak gedhene opo aku merjuangke
Tresnoku dinggo koe mung tok sepelekke
Mungkin hanya dalam mimpi 'ku dapat memiliki
Dirimu sepenuh hati
Koe ra tau ngerasakke
Kabeh wes tak perjuangke
Tapi kenyataan engkau sia-siakan
Dan setelahnya hanya kau anggap teman
Pancen kabeh salahku mbuka ati nggo sliramu
Sek jelas-jelas ra iso nompo pengarepanku
Yen pancen koe ra iso nompo opo anane
Tak milih lungo wae
Arep sak gedhene opo aku merjuangke
Tresnoku dinggo koe mung tok sepelekke
Mungkin hanya dalam mimpi 'ku dapat memiliki
Dirimu sepenuh hati
Mungkin hanya dalam mimpi 'ku dapat memiliki
Dirimu sepenuh hati"
Sugeng Dalu,Denny Caknan,58,"Sugeng dalu, ati seng mbiyen tau ngelarani
Wis suwe we ra rene
We lungo mung masalah sepele
We golek liyane
Tambah loro
Yakin we teko nambahi sengsoro
Ngerusak tatanan ati sing wis pengen lali
Karo gedhe duwure balunganmu
Aku wis ora gagas kata luka
Wis cukup wingi, ra pengen baleni
Mario lehmu dolanan ati
Wis wayahe we kapok blenjani
Udan tangise ati, saiki wis rodo terang
Masio isih kadang kelingan
Kowe sing tak sayang-sayang
Saiki mung cerito loro, mpun kadung mbekas ning dodo
Perihe ati sing mbok paringi
Wis cukup ra bakal tak baleni
Aku wis ora gagas kata luka
Wis cukup wingi, ra pengen baleni
Mario lehmu dolanan ati
Wis wayahe we kapok blenjani
Udan tangise ati, saiki wis rodo terang
Masio isih kadang kelingan
Kowe sing tak sayang-sayang
Saiki mung cerito loro, mpun kadung mbekas ning dodo
Perihe ati sing mbok paringi
Wis cukup ra bakal tak baleni
Perihe ati sing mbok paringi
Ora tak baleni
https://www.newshub.id/interactive2/2895"
Hanya Rindu,Andmesh,59,"Saat Ku Sendiri, kulihat photo dan video
Bersamamu yang tlah lama kusimpan
Hancur hati ini melihat semua gambar diri
Yang tak bisa ku
Ku ulang kembali
Kuingin saat ini, engkau ada di sini
Tertawa bersamaku, seperti dulu lagi
Walau hanya sebentar, Tuhan tolong kabulkanlah
Bukannya diri ini tak terima kenyataan
Hati Ini Hanya Rindu
Segala cara telah kucoba
Agar aku bisa tanpa dirimu
Namun semua, berbeda
Sulitku menghapus kenangan bersamamu
Kuingin saat ini, engkau ada di sini
Tertawa bersamaku, seperti dulu lagi
Walau hanya sebentar, Tuhan tolong kabulkanlah
Bukan diri ini tak terima kenyataan
Hati Ini Hanya Rindu
Hanya Rindu
Kuingin saat ini, engkau ada di sini
Tertawa bersamaku, seperti dulu lagi
Walau hanya sebentar, Tuhan tolong kabulkanlah
Bukannya diri ini tak terima kenyataan
Bukannya diri ini tak terima kenyataan
Hati Ini Hanya Rindu
Hati Ini Hanya Rindu
Kurindu senyummu Ibu..."
Secukupnya,Hindia,55,"Kapan terakhir kali kamu dapat tertidur tenang
Renggang
Tak perlu memikirkan tentang apa yang akan datang
Di esok hari
Tubuh yang berpatah hati
Bergantung pada gaji
Berlomba jadi asri
Mengais validasi
Dan akupun
Tak hadir
Seakan paling mahir
Menenangkan dirimu
Yang merasa terpinggirkan dunia
Tak pernah adil
Kita semua gagal
Angkat minumanmu
Bersedih bersama-sama
Aaa..
Sia sia
Pada akhirnya
Putus asa
Terekam pedih
Semua masalahanya
Lebih dari yang secukupnya
Rekam gambar dirimu yang terabadikan bertahun silam
Putra putri sakit hati
Ayah Ibu sendiri
Komitmen lama mati
Hubungan yang menyepi
Wisata masa lalu
Kau hanya merindu
Mencari pelarian
Dari pengabdian
Yang terbakar sirna
Mengapur berdebu
Kita semua gagal
Ambil sedikit tisu
Bersedihlah secukupnya
Aaaa...
Secukupnya
Kan masih ada penggantinya
Belum waktunya kau bisa menjawabnya
Aaaa...
Secukupnya
Semua yang sirna
Kan kembali lagi
Semua yang sirna
Kan nanti berganti"
Jangan Rubah Takdirku,Andmesh,56,"di setiap doaku di setiap air mataku selalu ada kamu
di setiap kataku ku sampaikan cinta ini cinta kita
ku tak akan mundur
ku tak akan goyah
meyakinkan kamu
mencintaiku
tuhan ku cinta dia
ku ingin bersamanya
ku ingin habiskan nafas ini berdua dengannya
jangan rubah takdirku
satukanlah hatiku dengan hatinya
bersama sampai akhir
di setiap kataku ku sampaikan cinta ini
ooh cinta kita
ku tak akan mundur
ku tak akan goyah
meyakinkan kamu
mencintaiku
tuhan ku cinta dia
ku ingin bersamanya
ku ingin habiskan nafas ini berdua dengannya
jangan rubah takdirku
satukanlah hatiku dengan hatinya
bersama sampai akhir"
Sampek Tuwek,Denny Caknan,55,"Seneng-seneng bareng, susah-susah bareng
Nyanding sliramu, sayang sliramu
Wis tak angan-angan, we bakal dadi jodohku
Wis tak angan-angan, kowe dadi pilihanku
Tenang, ra sah sepaneng, tenang, aku wis seneng
Rene, rangkulen aku, tak nggo sangu turuku
Mbesok miliho dino kowe tak lamar
Ra sah nduwe roso aku ninggalno awak e dewe wis dadi siji
Sampek tuwek we ra bakal tak culno
Masio wis ra wancine, sayang-sayangan ning kene
Siji-sijine wong sing gawe ayeme ati
Gawe uripku seneng, mesem saben bengi
Hu-whoa-ah
Wis tak angan-angan, we bakal dadi jodohku, oh
Seneng-seneng bareng, susah-susah bareng
Nyanding sliramu, sayang sliramu
Wis tak angan-angan, we bakal dadi jodohku
Wis tak angan-angan, kowe dadi pilihanku
Tenang, ra sah sepaneng, tenang, aku wis seneng
Rene, rangkulen aku, tak nggo sangu turuku
Mbesok miliho dino kowe tak lamar
Ra sah nduwe roso aku ninggalno awak e dewe wis dadi siji
Sampek tuwek we ra bakal tak culno
Masio wis ra wancine, sayang-sayangan ning kene
Siji-sijine wong sing gawe ayeme ati
Gawe uripku seneng, mesem saben bengi
Sampek tuwek we ra bakal tak culno
Masio wis ra wancine, sayang-sayangan ning kene
Siji-sijine wong sing gawe ayeme ati
Gawe uripku seneng, mesem saben bengi
Gawe uripku, oh, mesem saben bengi
https://www.newshub.id/interactive2/2895"
Tarian Penghancur Raya,.Feast,54,"Mata dan peluh yang asin
Perlahan dihapus angin
Jogja yang beku mendingin
Menari menghancurkan alam raya yang kecewa
Dibuatnya malapetaka
Kamar berjeruji berpenghuni bersafari berbagai fauna
Flora kerasukan freon di ruko toko bunga
Bank ahli industri teknologi
Etnografi produksi menggurui penghuni asli
Berbicara cepat bilang haram
Kearifan lokal yang dibungkam
Tuli pada yang belajar alam
Mati sesak nafas tengah malam
Trotoar lebar, bahan hijau, Tesla
Kalah cepat disalip kuda Asia
Tewas di lampu merah, garis zebra
Efek Rumah Kaca tiba-tiba suddenly di mana-mana
Uap terlontar mengepung kota
Berlomba ciptakan plastik kita
Saat senja kehabisan kata
Siang malam pun gelap gulita
Kerja bakti menyusun neraka
Kita miliki bahan bakarnya
Perihal waktu tunggu datangnya
O2 dijual oleh negara
Oh, terima kasih 'kan usahanya
Sedotan besi, plastik cycle tiga
Pun pepohonan tak berkuasa
Lawan kebijakan yang bertamasya
Burung bersiul malapetaka
Gurun menatap dingin manusia
Laut dan pegunungan kecewa
Kudeta besar alam semesta
Siarkan kabar penelan surya
Meleleh matikan kutub utara
Amalkan tarian penghancur raya
Kobarkan tarian penghancur raya
Kobarkan tarian penghancur raya
Kobarkan tarian penghancur raya"
Senyumlah,Andmesh,55,"Bila banyak masalah hidupmu
Kuharap dirimu tak usah mengeluh
Percaya dan yakinkan dirimu
Kau bisa mengubah keluh jadi senyum
Tak ada satupun manusia
Yang tak pernah disinggahi masalah
Mungkin inilah cara Yang Kuasa
Menjadikanmu lebih dari dewasa
Senyumlah, syukuri hidupmu
Tunjukkan pada dunia bahwa kau mampu
Masih banyak yang lebih susah hidupnya
Senyumlah, syukuri hidupmu
Tak ada satupun manusia
Yang tak pernah disinggahi masalah
Mungkin inilah cara Yang Kuasa
Menjadikanmu lebih dari dewasa
Senyumlah, syukuri hidupmu
Tunjukkan pada dunia bahwa kau mampu
Masih banyak yang lebih susah hidupnya
Senyumlah, syukuri hidupmu
Bila esok nanti kau sudah lebih baik
Jangan lupakan masa-masa sulitmu
Ceritakan kembali pada dunia
Caramu mengubah keluhmu jadi senyuman
Senyumlah, syukuri hidupmu
Tunjukkan pada dunia bahwa kau mampu
Masih banyak yang lebih susah hidupnya
Senyumlah, syukuri hidupmu
Syukuri hidupmu
Tunjukkan pada dunia kau mampu
Masih banyak yang lebih susah hidupnya
Senyumlah, syukuri hidupmu
Senyumlah, syukuri hidupmu"
Gede Roso,Abah Lala,54,"Gede Roso
Artis: Abah Lala
Cipt: Agus Purwanto
Kudu piye maneh anggonku mbuktikke?
Tresno iki tulus, ra mung nggo dolanan
Wis tak perjuangke nganti bingung kudu piye
Pengenku mung siji, nyenengke atimu
Opo kurang percoyo? Opo kurang bukti?
Kabeh wis tak lakoni, kudune kowe ngerteni
Gede roso tresno iki tulus kanggo sliramu
Yo mung ono kowe ning atiku
Nanging loro yen roso sayangku mbok sio-sio
Wani sumpah tresnaku mung kanggo kowe
Kudu piye maneh anggonku mbuktikke?
Tresno iki tulus, ra mung nggo dolanan
Wis tak perjuangke nganti bingung kudu piye
Pengenku mung siji, nyenengke atimu
Opo kurang percoyo? Opo kurang bukti?
Kabeh wis tak lakoni, kudune kowe ngerteni
Gede roso tresno iki tulus kanggo sliramu
Yo mung ono kowe ning atiku
Nanging loro yen roso sayangku mbok sio-sio
Wani sumpah tresnaku mung kanggo kowe
Cendol dawet, cendol dawet seger
Cendol, cendol (dawet, dawet)
Cendol, cendol (dawet, dawet)
Cendol, cendol (dawet, dawet)
Cendol dawet seger (piro?)
Lima ratusan (terus?) Nggak pake ketan
Ji, ro, lu, pat, limo, enem, pitu, wolu
Hentak gintak-gintak, oi
Hentak gintak-gintak, oi
Hentak gintak-gintak, oi
Lo-lo-lo-lo yes
Gede roso tresno iki tulus kanggo sliramu
Yo mung ono kowe ning atiku
Nanging loro yen roso sayangku mbok sio-sio
Wani sumpah tresnaku mung kanggo kowe
Wani sumpah tresnaku mung kanggo kowe"
Nyaman,Andmesh,55,"Lama sudah ku menanti
Banyak cinta datang dan pergi
Tapi tak pernah aku senyaman ini
Mungkin dirimulah cinta sejati
Tak akan kuragu lagi
Kujaga sampai ke ujung nadi
Takkan kusia siakan lagi
Buat hidupku lebih berarti
Cintamu senyaman mentari pagi
Seperti pelangi, slalu kunanti
Cintamu tak akan pernah terganti
Selamanya di hati
Aku bahagia, milikimu seutuhnya
Tak akan kuragu lagi
Kujaga sampai ke ujung nadi
Takkan kusia siakan lagi
Buat hidupku lebih berarti
Cintamu senyaman mentari pagi
Seperti pelangi, slalu kunanti
Cintamu tak akan pernah terganti
Selamanya di hati
Aku bahagia, milikimu seutuhnya
Takkan kusia siakan lagi
Buat hidupku lebih berarti
Cintamu senyaman mentari pagi
Seperti pelangi, slalu kunanti
Cintamu tak akan pernah terganti
Selamanya di hati
Aku bahagia, milikimu seutuhnya
Cintamu senyaman mentari pagi
Seperti pelangi, slalu kunanti
Cintamu tak akan pernah terganti
Selamanya di hati
Aku bahagia, milikimu seutuhnya
Aku bahagia, milikimu seutuhnya
Aku bahagia, milikimu seutuhnya"
Kumau Dia,Andmesh,54,"Kuharap semua ini bukan sekedar harapan
Dan juga harapan ini bukan sekedar khayalan
Biarkan kumenjaganya sampai berkerut dan putih rambutnya
Jadi saksi cinta kepadanya
Tak main-main hatiku
Apapun rintangannya kuingin bersama dia
Kumau dia tak mau yang lain
Hanya dia yang s'lalu ada kala susah dan senangku
Kumau dia walau banyak perbedaan
Kuingin dia bahagia hanyalah denganku
Biarkan kumenjaganya sampai berkerut dan putih rambutnya
Jadi saksi cinta kepadanya
Tak main-main hatiku
Apapun rintangannya kuingin bersama dia
Kumau dia tak mau yang lain
Hanya dia yang s'lalu ada kala susah dan senangku
Kumau dia walau banyak perbedaan
Kuingin dia bahagia hanyalah denganku
Bukan ku memaksa oh Tuhan
Tapi ku cinta dia
Kumau dia
Ku mau dia
Dan hanyalah dia
Ku mau dia tak mau yang lain
Hanya dia yang s'lalu ada kala susah dan senangku
Kumau dia walau banyak perbedaan
Kuingin dia bahagia hanyalah denganku
Bukan ku memaksa oh Tuhan
Tapi ku cinta dia
Ku mau dia
Hanyalah dia
Ku cinta dia"
Halu,Feby Putri,54,"Senyumanmu,
Yang indah bagaikan candu
Ingin trus kulihat walau,
Ku berandai,
Kau disini, mengobati rindu ruai
Dalam sunyi, ku sendiri meratapi
Perasaan yang tak jua didengar
Takkan apa,
Bila rasa, ini tumbuh sendirinya
Tak berdaya, diri bila diantara
Walau itu hanya bayang-bayangmu
Senyumanmu,
Yang indah bagaikan candu
Ingin trus kulihat walau dari jauh
Sekarang akupun sadari
Semua hanya mimpiku yang berkhayalah kan bisa bersamamu
(3x)
Dihampiri
seribu ragu hanya membisu
(2x)
Ku berkhayal"
Apapun Yang Terjadi,Hindia,53,"Alarm jam delapan pagi
Karena jam sepuluh kau isi absensi
Kau bangunkan aku setiap hari
Rute yang sama ulangi lagi
Makan malam bersama di Gancy
Hanya bersama di lima hari
Sering berpisah di akhir pekan
Kau dengan teman-teman
Aku bermain peran
Mulai mempertanyakan
Siapa yang salah-benar?
Dulu bersama berburu properti
Dulu antar-jemput sekarang pulang sendiri
Di kehidupan kita singgah dan pergi
Apapun yang terjadi kita abadi
Dari masa lalu, dari dalam buku
Dalam sejarah kita masih indah
Walau parau-perih di lagu yang lain
Di melodi ini bersyukur pernah terjadi
Taman yang luas
Seekor Corgi
Kita beri nama Gimli
Ku antar jemput anak setiap pagi
Di kehidupan yang lain
Dulu bersama berburu properti
Dulu antar-jemput sekarang pulang sendiri
Di kehidupan kita singgah dan pergi
Apapun yang terjadi kita abadi
Di masa lalu
(Masih berguna di masa lalu) di dalam buku
(Ukuran sepatumu, pantangan dan dietmu) dalam sejarah
(Masih berguna di masa lalu) kita masih indah"
