track,artist,popularity,lyrics,sentiment,lyrics_clean
Sampai Tutup Usia,Angga Candra,48,"Aku tercipta olehNya
Untuk selalu cintai kamu
Beri aku kesempatan
Tuk bahagiakan dirimu
Kamu tercipta OlehNya
Untuk selalu aku cintai
Genggam erat tangan ini
Jangan sampai kau lepaskan
Sampai aku tutup usia
Kan ku jaga hatimu sampai aku tua
Walau keriput di pipimu terlihat
Takkan goyahkan cintaku yang begitu kuat
Kamu tercipta olehNya
Untuk selalu aku cintai
Genggam erat tangan ini
Jangan sampai kau lepaskan
Sampai aku tutup usia
Kan ku jaga hatimu sampai aku tua
Walau keriput di pipimu terlihat
Takkan goyahkan cintaku yang begitu kuat
Sampai aku tutup usia
Kan ku jaga hatimu sampai aku tua
Walau keriput di pipimu terlihat
Takkan goyahkan cintaku yang begitu kuat
Kan ku jaga hatimu sampai aku tua
Walau keriput di pipimu terlihat
Takkan goyahkan cintaku yang begitu kuat",lumayan populer,aku tercipta olehnya untuk selalu cintai kamu beri aku kesempatan tuk bahagiakan dirimu kamu tercipta olehnya untuk selalu aku cintai genggam erat tangan ini jangan sampai kau lepaskan sampai aku tutup usia kan ku jaga hatimu sampai aku tua walau keriput di pipimu terlihat takkan goyahkan cintaku yang begitu kuat kamu tercipta olehnya untuk selalu aku cintai genggam erat tangan ini jangan sampai kau lepaskan sampai aku tutup usia kan ku jaga hatimu sampai aku tua walau keriput di pipimu terlihat takkan goyahkan cintaku yang begitu kuat sampai aku tutup usia kan ku jaga hatimu sampai aku tua walau keriput di pipimu terlihat takkan goyahkan cintaku yang begitu kuat kan ku jaga hatimu sampai aku tua walau keriput di pipimu terlihat takkan goyahkan cintaku yang begitu kuat
Tarik Selimut,Zaskia Gotik,46,"jam satu jam dua jam tiga kau tak datang-datang
jam empat jam lima jam enam hari mulai petang
jam tujuh delapan sembilan kok nyamuk yang datang
ku banting pintu tarik selimut bobok manis saja
hanya dirimu yang selalu ku tunggu
dari siang sore malem itu selalu
hanya dirimu yang selalu ku rindu
wahai kau kekasih pujaanku
waktu berlalu aku tetap menunggu
tak lelah menanti aku terus menunggu
sekian lama bosan ku menunggu
namun tak juga ada kabar darimu
jam satu jam dua jam tiga kau tak datang-datang
jam empat jam lima jam enam hari mulai petang
jam tujuh delapan sembilan kok nyamuk yang datang
ku banting pintu tarik selimut bobok manis saja
hanya dirimu
hanya dirimu yang selalu ku tunggu
dari siang sore malem itu selalu
hanya dirimu yang selalu ku rindu
wahai kau kekasih pujaanku
waktu berlalu aku tetap menunggu
tak lelah menanti aku terus menunggu
sekian lama bosan ku menunggu
namun tak juga ada kabar darimu
jam satu jam dua jam tiga kau tak datang-datang
jam empat jam lima jam enam hari mulai petang
jam tujuh delapan sembilan kok nyamuk yang datang
ku banting pintu tarik selimut bobok manis saja
jam satu jam dua jam tiga kau tak datang-datang
jam empat jam lima jam enam hari mulai petang
jam tujuh delapan sembilan kok nyamuk yang datang
ku banting pintu tarik selimut bobok manis saja",lumayan populer,jam satu jam dua jam tiga kau tak datangdatang jam empat jam lima jam enam hari mulai petang jam tujuh delapan sembilan kok nyamuk yang datang ku banting pintu tarik selimut bobok manis saja hanya dirimu yang selalu ku tunggu dari siang sore malem itu selalu hanya dirimu yang selalu ku rindu wahai kau kekasih pujaanku waktu berlalu aku tetap menunggu tak lelah menanti aku terus menunggu sekian lama bosan ku menunggu namun tak juga ada kabar darimu jam satu jam dua jam tiga kau tak datangdatang jam empat jam lima jam enam hari mulai petang jam tujuh delapan sembilan kok nyamuk yang datang ku banting pintu tarik selimut bobok manis saja hanya dirimu hanya dirimu yang selalu ku tunggu dari siang sore malem itu selalu hanya dirimu yang selalu ku rindu wahai kau kekasih pujaanku waktu berlalu aku tetap menunggu tak lelah menanti aku terus menunggu sekian lama bosan ku menunggu namun tak juga ada kabar darimu jam satu jam dua jam tiga kau tak datangdatang jam empat jam lima jam enam hari mulai petang jam tujuh delapan sembilan kok nyamuk yang datang ku banting pintu tarik selimut bobok manis saja jam satu jam dua jam tiga kau tak datangdatang jam empat jam lima jam enam hari mulai petang jam tujuh delapan sembilan kok nyamuk yang datang ku banting pintu tarik selimut bobok manis saja
Menunggu Kamu - OST Jelita Sejuba,Anji,46,"ku selalu mencoba
untuk menguatkan hati
dari kamu yang belum juga kembali
ada satu keyakinan
yang membuatku bertahan
penantian ini kan terbayar pasti
lihat aku sayang
yang sudah berjuang
menunggumu datang
menjemputmu pulang
ingat slalu sayang
hati ku kau genggam
aku tak kan pergi
menunggu kamu di sini
tetap di sini
jika bukan kepadamu
aku tidak tau lagi
pada siapa rindu ini kan ku beri
pada siapa rindu ini kan ku beri
lihat aku sayang
yang sudah berjuang
menunggumu datang
menjemputmu pulang
ingat slalu sayang
hati ku kau genggam
aku tak kan pergi
menunggu kamu di sini
di sini
lihat aku sayang
yang sudah berjuang
menunggumu datang
menjemputmu pulang
ingat slalu sayang
hati ku kau genggam
aku tak kan pergi
aku tak kan pergi
menunggu kamu di sini",lumayan populer,ku selalu mencoba untuk menguatkan hati dari kamu yang belum juga kembali ada satu keyakinan yang membuatku bertahan penantian ini kan terbayar pasti lihat aku sayang yang sudah berjuang menunggumu datang menjemputmu pulang ingat slalu sayang hati ku kau genggam aku tak kan pergi menunggu kamu di sini tetap di sini jika bukan kepadamu aku tidak tau lagi pada siapa rindu ini kan ku beri pada siapa rindu ini kan ku beri lihat aku sayang yang sudah berjuang menunggumu datang menjemputmu pulang ingat slalu sayang hati ku kau genggam aku tak kan pergi menunggu kamu di sini di sini lihat aku sayang yang sudah berjuang menunggumu datang menjemputmu pulang ingat slalu sayang hati ku kau genggam aku tak kan pergi aku tak kan pergi menunggu kamu di sini
Kisah Dari Selatan Jakarta,White Shoes & The Couples Company,46,"Ijinkan hamba menutur sebuah cerita
Yang terpenggal di selatan Jakarta
Bukan gegap gempita, serta baik buruk sarana
Tiada angan hampa penuh peluh ataupun nestapa
Ini kisah yang tak akan mungkin terlupa
Tanpa nuansa asmara dan cinta
Tak perlu ada rahasia, dusta bahkan tipu daya
Semua terasa hambar nampaknya
Jika gundah tuan rasa
Gulana harap sebuah makna
Ancam hamba 'kan disiksa, tak mengapa
Hapus air mata, titisan duka lara
Jua hamba tak memelas dipuja
Derita dan buruk sangka, suka cita penuh tawa
Entah apapun hendak dikata
Jika gundah tuan rasa
Gulana harap sebuah makna
Ancam hamba 'kan disiksa tak mengapa
Maafkanlah hamba oh sungguhpun hamba tak kuasa
Dan tak perlu tuan tanya
Hamba tak akan pernah mampu untuk menjawabnya",lumayan populer,ijinkan hamba menutur sebuah cerita yang terpenggal di selatan jakarta bukan gegap gempita serta baik buruk sarana tiada angan hampa penuh peluh ataupun nestapa ini kisah yang tak akan mungkin terlupa tanpa nuansa asmara dan cinta tak perlu ada rahasia dusta bahkan tipu daya semua terasa hambar nampaknya jika gundah tuan rasa gulana harap sebuah makna ancam hamba kan disiksa tak mengapa hapus air mata titisan duka lara jua hamba tak memelas dipuja derita dan buruk sangka suka cita penuh tawa entah apapun hendak dikata jika gundah tuan rasa gulana harap sebuah makna ancam hamba kan disiksa tak mengapa maafkanlah hamba oh sungguhpun hamba tak kuasa dan tak perlu tuan tanya hamba tak akan pernah mampu untuk menjawabnya
Bawalah Cintaku,Afgan,46,"sumpah tak ada lagi
kesempatan ku untuk bisa bersamamu
kini ku tau bagaimana cara ku
untuk dapat terus denganmu
bawalah pergi cintaku
ajak kemana pun kau mau
jadikan temanmu
temanmu paling kau cinta
di sini ku pun begitu
terus cintaimu di hidupku
di dalam hatiku
sampai waktu yang pertemukan
kita nanti
sumpah tak ada lagi
kesempatan ku untuk bisa bersamamu
kini ku tau bagaimana cara ku
untuk dapat terus denganmu
bawalah pergi cintaku
ajak kemana pun kau mau
jadikan temanmu
temanmu paling kau cinta
di sini ku pun begitu
terus cintaimu dihidupku
di dalam hatiku
sampai waktu yang pertemukan
sampai waktu yang pertemukan
jadikan temanmu
temanmu paling kau cinta
di sini ku pun begitu
trus cintaimu dihidupku
di dalam hatiku
sampai waktu temukan
kita nanti",lumayan populer,sumpah tak ada lagi kesempatan ku untuk bisa bersamamu kini ku tau bagaimana cara ku untuk dapat terus denganmu bawalah pergi cintaku ajak kemana pun kau mau jadikan temanmu temanmu paling kau cinta di sini ku pun begitu terus cintaimu di hidupku di dalam hatiku sampai waktu yang pertemukan kita nanti sumpah tak ada lagi kesempatan ku untuk bisa bersamamu kini ku tau bagaimana cara ku untuk dapat terus denganmu bawalah pergi cintaku ajak kemana pun kau mau jadikan temanmu temanmu paling kau cinta di sini ku pun begitu terus cintaimu dihidupku di dalam hatiku sampai waktu yang pertemukan sampai waktu yang pertemukan jadikan temanmu temanmu paling kau cinta di sini ku pun begitu trus cintaimu dihidupku di dalam hatiku sampai waktu temukan kita nanti
Nyanyian Surau,Fourtwnty,46,"Transisi kata ke kata, ku mulai terbata-bata
Berjalan kemana jiwa lamaku kapan lagi bernostalgia
Kelopak mataku lelah menjabarkan arti malaya
Melanda redup tantrumku
Bait ke bait mulai kurakit menari paras sakitku
Hingga sulitku berdamai dengan nalar tak terkontaminasi
Merasa haus dipuji
Hinggaku lupa diri
Mati suri rasa canduku
Mati suri rasa canduku
Bait ke bait mulai kurakit menari paras sakitku
Hingga sulitku berdamai dengan nalar tak terkontaminasi
Merasa haus dipuji
Hinggaku lupa diri
Sudah pernah hilang
Sudah pernah dialam sana
Sudah pernah gila
Sudah pernah didalam sana
Hoo.. hoo.. wo hoo..
Mati suri canduku
Mati suri canduku
Mati suri canduku
Mati suri canduku
Mati suri rasa canduku
Sudah pernah hilang
Sudah pernah dialam sana, ooh...
Sudah pernah gila
Sudah pernah didalam sana
Hoo.. hoo.. wo hoo..
Berbekal selembar peta
Berakhir di surau tua",lumayan populer,transisi kata ke kata ku mulai terbatabata berjalan kemana jiwa lamaku kapan lagi bernostalgia kelopak mataku lelah menjabarkan arti malaya melanda redup tantrumku bait ke bait mulai kurakit menari paras sakitku hingga sulitku berdamai dengan nalar tak terkontaminasi merasa haus dipuji hinggaku lupa diri mati suri rasa canduku mati suri rasa canduku bait ke bait mulai kurakit menari paras sakitku hingga sulitku berdamai dengan nalar tak terkontaminasi merasa haus dipuji hinggaku lupa diri sudah pernah hilang sudah pernah dialam sana sudah pernah gila sudah pernah didalam sana hoo hoo wo hoo mati suri canduku mati suri canduku mati suri canduku mati suri canduku mati suri rasa canduku sudah pernah hilang sudah pernah dialam sana ooh sudah pernah gila sudah pernah didalam sana hoo hoo wo hoo berbekal selembar peta berakhir di surau tua
Goyang Dua Jari,Sandrina,47,"kalau kamu sendiri
kamu jangan sedih
jangan galau jangan pusing
jangan di pikirin
ayo kita happy happy
kita goyang dua jari
kanan kiri kanan kiri
puter puter jari
ayo kita goyang dua jari
biar kita happy
goyang sampai pagi
ayo kita goyang dua jari
biar kita happy
goyang sampai pagi
kalau kamu sendiri
kamu jangan sedih
jangan galau jangan pusing
jangan di pikirin
ayo kita happy happy
kita goyang dua jari
kanan kiri kanan kiri
puter puter jari
ayo kita goyang dua jari
biar kita happy
goyang sampai pagi
ayo kita goyang dua jari
biar kita happy
goyang sampai pagi",lumayan populer,kalau kamu sendiri kamu jangan sedih jangan galau jangan pusing jangan di pikirin ayo kita happy happy kita goyang dua jari kanan kiri kanan kiri puter puter jari ayo kita goyang dua jari biar kita happy goyang sampai pagi ayo kita goyang dua jari biar kita happy goyang sampai pagi kalau kamu sendiri kamu jangan sedih jangan galau jangan pusing jangan di pikirin ayo kita happy happy kita goyang dua jari kanan kiri kanan kiri puter puter jari ayo kita goyang dua jari biar kita happy goyang sampai pagi ayo kita goyang dua jari biar kita happy goyang sampai pagi
Buka Hati,Yura Yunita,44,"Duhai diri
Ubahlah arusmu
Jadi arah
Yang dia sukai
Rendahkanlah hatimu
Duhai alam
Hujani dia dengan
Cinta dan
Hatinya yang terbuka
Aku menyayanginya
Dan terbukalah hatimu
Ada jalan untukku
Milikimu, sayangimu
Dan terbukalah hatimu
Ada jalan untukku
Milikimu, sayangimu, oh
Duhai alam
Hujani dia dengan
Cinta dan
Hatinya yang terbuka
Aku menyayanginya
Dan terbukalah hatimu
Ada jalan untukku
Milikimu, sayangimu, oh
Dan terbukalah hatimu
Ada jalan untukku
Milikimu, sayangimu, oh
Dan terbukalah hatimu
Ada jalan untukku
Milikimu, sayangimu, oh
Dan terbukalah hatimu
Ada jalan untukku
Milikimu, sayangimu, oh
Biar reda hatiku
Akupunya kasih yang
Lama kuramu untuk
Kamu",lumayan populer,duhai diri ubahlah arusmu jadi arah yang dia sukai rendahkanlah hatimu duhai alam hujani dia dengan cinta dan hatinya yang terbuka aku menyayanginya dan terbukalah hatimu ada jalan untukku milikimu sayangimu dan terbukalah hatimu ada jalan untukku milikimu sayangimu oh duhai alam hujani dia dengan cinta dan hatinya yang terbuka aku menyayanginya dan terbukalah hatimu ada jalan untukku milikimu sayangimu oh dan terbukalah hatimu ada jalan untukku milikimu sayangimu oh dan terbukalah hatimu ada jalan untukku milikimu sayangimu oh dan terbukalah hatimu ada jalan untukku milikimu sayangimu oh biar reda hatiku akupunya kasih yang lama kuramu untuk kamu
Gak Ada Waktu Beib,Ghea Youbi,45,"maafkanlah sayang kembalilah sayang
aku masih cinta kepadamu
aku lagi bete beib
aku lagi sensi
jangan rayu-rayu
aku lagi males pacaran
aku lagi ogah beib
aku lagi ilfil
gara-gara kamyu
aku lagi males bercinta
aku lagi bete beib
aku lagi sensi
jangan rayu-rayu
aku lagi males pacaran
aku lagi ogah beib
aku lagi ilfil
gara-gara kamyu
aku lagi males bercinta
kemarin ku cinta kamunya bertingkah
kamu tega selingkuh dariku
kemarin ku sayang kamunya sok ganteng
syakit syakit kau duakan
gak ada waktu beib gak ada waktu
masih banyak cinta yang lain
maafkanlah sayang kembalilah sayang
aku masih cinta kepadamu
aku lagi bete beib aku lagi sensi
jangan rayu-rayu aku lagi males pacaran
aku lagi ogah beib aku lagi ilfil
gara-gara kamyu aku lagi males bercinta
kemarin ku cinta kamunya bertingkah
kamu tega selingkuh dariku
kemarin ku sayang kamunya sok ganteng
syakit syakit kau duakan
kemarin ku cinta kamunya bertingkah
kamu tega selingkuh dariku
kemarin ku sayang kamunya sok ganteng
syakit syakit kau duakan
gak ada waktu beib gak ada waktu
dulu kamyu selingkuhin aku
gak ada waktu beib gak ada waktu
dulu kamyu ngeduain aku gak ada waktu beib",lumayan populer,maafkanlah sayang kembalilah sayang aku masih cinta kepadamu aku lagi bete beib aku lagi sensi jangan rayurayu aku lagi males pacaran aku lagi ogah beib aku lagi ilfil garagara kamyu aku lagi males bercinta aku lagi bete beib aku lagi sensi jangan rayurayu aku lagi males pacaran aku lagi ogah beib aku lagi ilfil garagara kamyu aku lagi males bercinta kemarin ku cinta kamunya bertingkah kamu tega selingkuh dariku kemarin ku sayang kamunya sok ganteng syakit syakit kau duakan gak ada waktu beib gak ada waktu masih banyak cinta yang lain maafkanlah sayang kembalilah sayang aku masih cinta kepadamu aku lagi bete beib aku lagi sensi jangan rayurayu aku lagi males pacaran aku lagi ogah beib aku lagi ilfil garagara kamyu aku lagi males bercinta kemarin ku cinta kamunya bertingkah kamu tega selingkuh dariku kemarin ku sayang kamunya sok ganteng syakit syakit kau duakan kemarin ku cinta kamunya bertingkah kamu tega selingkuh dariku kemarin ku sayang kamunya sok ganteng syakit syakit kau duakan gak ada waktu beib gak ada waktu dulu kamyu selingkuhin aku gak ada waktu beib gak ada waktu dulu kamyu ngeduain aku gak ada waktu beib
Kangen,Pee Wee Gaskins,44,"Ku trima suratmu
Tlah kubaca dan aku mengerti
Betapa merindunya dirimu
Akan hadirnya diriku
Di dalam hari harimu
Bersama lagi
Kau bertanya padaku kapan aku
Akan kembali lagi
Katamu kau tak kuasa
Menahan gejolak didalam dada
Yang membara menahan rasa
Pertemuan kita nanti
Saat kau ada disisiku
Semua kata rindumu
semakin membuatku Tak berdaya
Menahan rasa ingin jumpa
Percayalah padaku aku pun rindu kamu
Kuakan pulang
Melepas semua kerinduan
Yang terpendam
Kau tuliskan padaku
Kata cinta yang manis dalam suratmu
Kau katakan padaku
Saat ini kuingin hangat pelukmu
Dan belai lembut kasihmu
Takan kulupa slamanya
Saat bersama dirimu
Semua kata rindumu semakin membuatku
Tak berdaya
Menahan rasa ingin jumpa
Percayalah padaku aku pun rindu kamu
Kuakan pulang
Melepas semua kerinduan
Yang terpendam
Jangan katakan cinta
Menambah beban rasa
Sudah simpan saja sedihmu itu
Kuakan datang
(Finish what we started here up on the attic)
(Belum waktuku ini waktumu bersinar)
(Singkat kata ku bahagia)
(Kau takan kulupa)
(We always be just friends we always be just friends)
Semua kata rindumu semakin membuatku
Tak berdaya
Menahan rasa ingin jumpa
Percayalah padaku aku pun rindu kamu
Kuakan pulang
Melepas semua kerinduan
Yang terpendam",lumayan populer,ku trima suratmu tlah kubaca dan aku mengerti betapa merindunya dirimu akan hadirnya diriku di dalam hari harimu bersama lagi kau bertanya padaku kapan aku akan kembali lagi katamu kau tak kuasa menahan gejolak didalam dada yang membara menahan rasa pertemuan kita nanti saat kau ada disisiku semua kata rindumu semakin membuatku tak berdaya menahan rasa ingin jumpa percayalah padaku aku pun rindu kamu kuakan pulang melepas semua kerinduan yang terpendam kau tuliskan padaku kata cinta yang manis dalam suratmu kau katakan padaku saat ini kuingin hangat pelukmu dan belai lembut kasihmu takan kulupa slamanya saat bersama dirimu semua kata rindumu semakin membuatku tak berdaya menahan rasa ingin jumpa percayalah padaku aku pun rindu kamu kuakan pulang melepas semua kerinduan yang terpendam jangan katakan cinta menambah beban rasa sudah simpan saja sedihmu itu kuakan datang finish what we started here up on the attic belum waktuku ini waktumu bersinar singkat kata ku bahagia kau takan kulupa we always be just friends we always be just friends semua kata rindumu semakin membuatku tak berdaya menahan rasa ingin jumpa percayalah padaku aku pun rindu kamu kuakan pulang melepas semua kerinduan yang terpendam
Tentang Tiga,Superman Is Dead,44,"Duhai anakku sayang
Ayah kan bercerita
Dongeng pulau Dewata
Dan perompak senja
Kita pernah berjanji
Untuk taklukan dunia
Sepenuh hati kita percaya
Janji itu kan terjadi
Waktu terus berjanji
Janji ini abadi
Ia bersemayam dalam jiwa
Kita untuk selamanya
Hari ini adalah anugrah
Esok lusa tercipta sejarah
Tiga pria yang tak mau mengalah
Angkara cinta membara
Ribuan jam bersama
Dalam suka dan senja
Dalam asmara dan kesunyian
Ini hari di bandara
Hari ini adalah anugrah
Esok lusa tercipta sejarah
Tiga pria yang tak mau mengalah
Angkara cinta menyala
Ribuan jam bersama
Dalam suka dan senja
Dalam asmara dan kesunyian
Ini hari di bandara
Hari ini adalah anugrah
Esok lusa tercipta sejarah
Tiga pria yang tak mau mengalah
Angkara cinta membara
Hari ini adalah anugrah
Esok lusa tercipta sejarah
Tiga pria yang tak mau mengalah
Angkara cinta membara
Tiga pria yang tak mau mengalah
Angkara cinta membara",lumayan populer,duhai anakku sayang ayah kan bercerita dongeng pulau dewata dan perompak senja kita pernah berjanji untuk taklukan dunia sepenuh hati kita percaya janji itu kan terjadi waktu terus berjanji janji ini abadi ia bersemayam dalam jiwa kita untuk selamanya hari ini adalah anugrah esok lusa tercipta sejarah tiga pria yang tak mau mengalah angkara cinta membara ribuan jam bersama dalam suka dan senja dalam asmara dan kesunyian ini hari di bandara hari ini adalah anugrah esok lusa tercipta sejarah tiga pria yang tak mau mengalah angkara cinta menyala ribuan jam bersama dalam suka dan senja dalam asmara dan kesunyian ini hari di bandara hari ini adalah anugrah esok lusa tercipta sejarah tiga pria yang tak mau mengalah angkara cinta membara hari ini adalah anugrah esok lusa tercipta sejarah tiga pria yang tak mau mengalah angkara cinta membara tiga pria yang tak mau mengalah angkara cinta membara
S'gala Pujian,Symphony Worship,44,"Lagu yang bertajuk 'S'gala Pujian' merupakan lagu Rohani Kristen yang dinyanyikan oleh sebuah grup musik Rohani Kristen yang cukup terkenal di Indonesia yaitu 'Symphony Worship'. Lagu ini telah dirilis pada tanggal 27 Oktober 2018 pada Youtube channel 'Symphony Worship'. Berikut lirik lagunya!
[Verse 1]
Kau pencipta hidupku
Pemelihara jiwaku
Kau layak terima s'gala pujian
Kunaikkan syukurku
[Verse 2]
Kau pemilik hidupku
Dalam kasih setiaMu Yesusku
Kau layak terima s'gala pujian
Kunaikkan sembahku
[Chorus]
S'gala pujian dan syukur bagiMu
Allah yang mulia kuduslah namaMu
Kaulah yang awal yang akhir dari segalanya
Yesus, Kaulah pujian bagiku",lumayan populer,kau pencipta hidupku pemelihara jiwaku kau layak terima sgala pujian kunaikkan syukurku kau pemilik hidupku dalam kasih setiamu yesusku kau layak terima sgala pujian kunaikkan sembahku sgala pujian dan syukur bagimu allah yang mulia kuduslah namamu kaulah yang awal yang akhir dari segalanya yesus kaulah pujian bagiku
Biar,Bilal Indrajaya,44,"Ia semakin sepi
Duduk sendiri tiada pasti
Lelah menanti harap kembali
Ditemani manis pikir menanti
Biar membenci
Ia peduli
Meskipun ditinggal lari
Masih separuh yang tetap tinggal
Sisanya melacur dengan binal
Cerita cantik bermata sayu
Yang sejak dulu
Senang dirayu
Biar tertawa
Ia peduli
Meskipun ditinggal lari
Berbisik lirih di ujung malam
Tanpa arah
Dan tanpa tujuan
Berbisik lirih di ujung malam
Tanpa arah
Dan tanpa tujuan
Oh bunga termekar yang ia temui
Biar membenci
Ia peduli
Meskipun ditinggal lari
Berbisik lirih di ujung malam
Tanpa arah
Dan tanpa tujuan
Berbisik lirih di ujung malam
Tanpa arah
Dan tanpa tujuan
Oh separuh senja menutup hari
Biar pergi
Biar mati
Ohhh.. separuh senja menutup hari",lumayan populer,ia semakin sepi duduk sendiri tiada pasti lelah menanti harap kembali ditemani manis pikir menanti biar membenci ia peduli meskipun ditinggal lari masih separuh yang tetap tinggal sisanya melacur dengan binal cerita cantik bermata sayu yang sejak dulu senang dirayu biar tertawa ia peduli meskipun ditinggal lari berbisik lirih di ujung malam tanpa arah dan tanpa tujuan berbisik lirih di ujung malam tanpa arah dan tanpa tujuan oh bunga termekar yang ia temui biar membenci ia peduli meskipun ditinggal lari berbisik lirih di ujung malam tanpa arah dan tanpa tujuan berbisik lirih di ujung malam tanpa arah dan tanpa tujuan oh separuh senja menutup hari biar pergi biar mati ohhh separuh senja menutup hari
Kapalang Nyaah,Abiel Jatnika,44,"Teu wasa kedah ngantosan
Kanteunan mun lami
Hasrat hate ngagedur
Hoyong patarema dina soca sanaos sakiceup
Ieu hate teu puguh rasa
Da bongan kapalang nyaah
Mondok ge teu tibra
Kanteunan ngimpen simpe
Sok hoyong ngebatkeun
Lamunan anjeun
Nu sakitu anteungna
Ngogo teuteupan
Sok hoyong nyieuhkeun ieu kakangeun
Tapi karasa asa leuwih kasiksa nalangsa
Mun tea mah anjeun
Rek ngagoda duh gening ku tega
Ieu hate teu puguh rasa
Da bongan kapalang nyaah
Mondok ge teu tibra
Kanteunan ngimpen simpe
Sok hoyong ngebatkeun
Lamunan anjeun
Nu sakitu anteungna
Ngogo teuteupan",lumayan populer,teu wasa kedah ngantosan kanteunan mun lami hasrat hate ngagedur hoyong patarema dina soca sanaos sakiceup ieu hate teu puguh rasa da bongan kapalang nyaah mondok ge teu tibra kanteunan ngimpen simpe sok hoyong ngebatkeun lamunan anjeun nu sakitu anteungna ngogo teuteupan sok hoyong nyieuhkeun ieu kakangeun tapi karasa asa leuwih kasiksa nalangsa mun tea mah anjeun rek ngagoda duh gening ku tega ieu hate teu puguh rasa da bongan kapalang nyaah mondok ge teu tibra kanteunan ngimpen simpe sok hoyong ngebatkeun lamunan anjeun nu sakitu anteungna ngogo teuteupan
Bocah Ngapa Yak,Wali,44,"Disuruh zakat juga gak mau
Bulan puasa batal melulu
Diajak ngaji bilangnya malu
Bocah ngapa ya
Bocah ngapa ya
Bocah ngapa ya
Bocah ngapa ya
Disuruh tobat galakan situ
Diajak bener marahan situ
Hari gini kok masih begitu
Ayo hijrah jangan pake nunggu
Bocah ngapa ya
Bocah ngapa ya
Bocah ngapa ya
Bocah ngapa ya
Udah tua masih aja malas sholat
Lah bocah ngapa yaa
Udah tua bolong bolong puasanya
Lah bocah ngapa yaa
Udah tua masih aja hura hura
Lah bocah ngapaa yaa
Udah tua masih aja kaya bocah
Lah bocah ngapaa yaa
Bocah ngapa ya
Bocah ngapa ya
Bocah ngapa ya
Bocah ngapa ya
Giliran kejedot aduh aduh
Malaikat sewot kau baru tau
Gue gulung
Gue gulung
Pake otak jangan pake nafsu
Bocah ngapa ya
Bocah ngapa ya
Bocah ngapa ya
Bocah ngapa ya
Udah tua masih aja malas sholat
Lah bocah ngapa yaa
Udah tua bolong bolong puasanya
Lah bocah ngapa yaa
Udah tua masih aja hura hura
Lah bocah ngapaa yaa
Udah tua masih aja kaya bocah
Lah bocah ngapaa yaa
Bocah ngapa ya
Bocah ngapa ya
Bocah ngapa ya
Bocah ngapa ya
Bocah ngapa ya
Bocah ngapa ya
Bocah ngapa ya
Bocah ngapa ya
Udah tua masih aja malas sholat
Lah bocah ngapa yaa
Udah tua bolong bolong puasanya
Lah bocah ngapa yaa
Udah tua masih aja hura hura
Lah bocah ngapaa yaa
Udah tua masih aja kaya bocah
Lah bocah ngapaa yaa
Bocah ngapa ya
Bocah ngapa ya
Bocah ngapa ya
Bocah ngapa ya
Bocah makan paya bocah ngapa yaa
Bocah ngapa ya
Bocah ngapa ya
Bocah ngapa ya
Bocah ngapa ya",lumayan populer,disuruh zakat juga gak mau bulan puasa batal melulu diajak ngaji bilangnya malu bocah ngapa ya bocah ngapa ya bocah ngapa ya bocah ngapa ya disuruh tobat galakan situ diajak bener marahan situ hari gini kok masih begitu ayo hijrah jangan pake nunggu bocah ngapa ya bocah ngapa ya bocah ngapa ya bocah ngapa ya udah tua masih aja malas sholat lah bocah ngapa yaa udah tua bolong bolong puasanya lah bocah ngapa yaa udah tua masih aja hura hura lah bocah ngapaa yaa udah tua masih aja kaya bocah lah bocah ngapaa yaa bocah ngapa ya bocah ngapa ya bocah ngapa ya bocah ngapa ya giliran kejedot aduh aduh malaikat sewot kau baru tau gue gulung gue gulung pake otak jangan pake nafsu bocah ngapa ya bocah ngapa ya bocah ngapa ya bocah ngapa ya udah tua masih aja malas sholat lah bocah ngapa yaa udah tua bolong bolong puasanya lah bocah ngapa yaa udah tua masih aja hura hura lah bocah ngapaa yaa udah tua masih aja kaya bocah lah bocah ngapaa yaa bocah ngapa ya bocah ngapa ya bocah ngapa ya bocah ngapa ya bocah ngapa ya bocah ngapa ya bocah ngapa ya bocah ngapa ya udah tua masih aja malas sholat lah bocah ngapa yaa udah tua bolong bolong puasanya lah bocah ngapa yaa udah tua masih aja hura hura lah bocah ngapaa yaa udah tua masih aja kaya bocah lah bocah ngapaa yaa bocah ngapa ya bocah ngapa ya bocah ngapa ya bocah ngapa ya bocah makan paya bocah ngapa yaa bocah ngapa ya bocah ngapa ya bocah ngapa ya bocah ngapa ya
